"[0.9999999999989129, 53.66, 94.48, 49.91, 117.52, 60.67, 57.03, 81.24, 42.44, 93.12, 45.03, 74.59, 125.27, 29.8, 122.94, 103.41, 123.95, 50.41, 147.87, 62.55, 30.14, 80.22, 113.88, 85.42, 66.86, 78.0, 53.0, 22.83, 106.03, 151.7, 73.4, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.11, 96.35, 50.62, 121.87, 63.27, 57.41, 84.62, 42.72, 95.14, 46.74, 78.48, 123.79, 29.34, 124.72, 104.14, 121.47, 50.05, 152.52, 62.49, 29.67, 81.1, 112.75, 85.96, 66.27, 76.81, 52.16, 23.1, 106.89, 152.68, 74.38, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.38, 96.6, 50.43, 123.61, 65.96, 58.4, 84.79, 42.53, 95.43, 47.39, 79.83, 121.11, 29.77, 127.65, 103.9, 120.66, 48.59, 153.44, 60.17, 29.0, 80.7, 114.2, 88.12, 66.42, 77.19, 52.0, 23.54, 107.49, 156.49, 73.68, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 53.98, 94.02, 50.97, 122.56, 66.12, 57.75, 82.88, 42.44, 93.9, 46.69, 80.08, 116.43, 29.04, 128.57, 100.54, 115.4, 49.38, 153.47, 57.17, 29.03, 81.2, 111.72, 87.84, 67.0, 75.2, 50.16, 22.89, 106.29, 156.47, 71.54, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 52.4, 95.01, 50.74, 119.47, 64.58, 56.54, 85.99, 42.65, 92.12, 46.23, 81.16, 111.85, 28.82, 126.98, 102.0, 116.05, 48.83, 153.9, 55.04, 28.56, 82.62, 110.02, 86.78, 66.9, 72.91, 49.41, 22.93, 105.6, 149.25, 67.77, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 52.63, 94.99, 50.15, 118.88, 63.93, 56.2, 82.92, 43.3, 92.32, 46.6, 80.08, 113.86, 28.81, 124.07, 101.97, 117.01, 49.16, 154.74, 55.68, 29.1, 82.64, 111.16, 87.24, 65.81, 74.93, 49.28, 22.65, 105.92, 148.25, 68.33, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 52.29, 94.27, 49.98, 116.36, 62.14, 55.52, 83.04, 42.55, 88.85, 46.16, 79.35, 114.33, 28.23, 120.19, 101.73, 117.54, 49.53, 152.45, 57.41, 29.49, 81.62, 112.74, 86.96, 65.79, 76.01, 49.71, 22.51, 105.72, 147.23, 70.15, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 51.11, 93.7, 49.39, 108.44, 61.41, 53.07, 82.99, 42.41, 90.31, 44.8, 79.6, 113.27, 28.22, 117.85, 101.7, 116.73, 48.85, 150.67, 56.0, 29.13, 79.9, 110.62, 84.66, 65.32, 75.53, 49.69, 24.68, 103.77, 140.69, 68.47, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 52.66, 93.99, 50.11, 108.63, 63.15, 57.49, 85.43, 43.11, 91.15, 46.01, 81.03, 116.32, 28.64, 121.04, 101.82, 117.93, 49.03, 153.96, 56.42, 29.36, 80.99, 111.82, 85.95, 66.18, 77.08, 50.5, 25.11, 107.49, 146.13, 70.42, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 53.18, 96.64, 50.24, 112.6, 65.21, 58.35, 84.81, 43.36, 92.91, 46.83, 81.22, 119.43, 28.78, 122.74, 102.32, 119.18, 49.78, 155.53, 57.79, 29.81, 81.47, 115.15, 86.48, 65.9, 76.55, 51.09, 25.84, 107.37, 149.02, 71.1, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 53.61, 98.12, 50.32, 116.34, 67.26, 58.77, 88.31, 43.49, 95.5, 47.99, 82.0, 121.21, 29.47, 126.1, 102.5, 118.64, 50.6, 156.62, 58.17, 29.63, 82.45, 118.3, 88.12, 66.11, 78.16, 52.42, 26.46, 109.18, 150.94, 72.03, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.15, 96.26, 50.94, 117.57, 66.12, 57.81, 86.73, 43.61, 95.17, 47.57, 82.45, 119.97, 29.42, 132.45, 104.24, 117.17, 50.32, 156.78, 58.6, 29.55, 81.98, 117.45, 88.36, 64.12, 76.55, 52.19, 26.43, 108.85, 147.73, 71.24, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.71, 96.04, 50.86, 115.16, 65.42, 57.82, 86.5, 43.77, 95.01, 47.08, 82.5, 121.69, 28.71, 133.08, 104.16, 116.53, 50.12, 156.45, 59.31, 29.49, 81.79, 117.68, 88.23, 64.66, 77.57, 51.82, 26.55, 108.09, 146.91, 71.53, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.63, 96.88, 51.07, 117.39, 67.31, 58.57, 88.82, 43.94, 96.37, 47.89, 82.39, 122.85, 29.35, 133.77, 104.75, 117.67, 50.77, 157.7, 60.17, 30.05, 82.13, 121.27, 92.37, 65.63, 78.8, 52.65, 26.63, 109.35, 148.79, 73.06, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.11, 94.69, 50.63, 116.9, 65.78, 56.12, 84.91, 43.69, 95.38, 46.98, 81.23, 124.53, 28.8, 132.4, 104.08, 116.9, 50.54, 156.17, 60.21, 29.96, 81.81, 121.15, 91.6, 66.48, 78.73, 51.18, 26.12, 107.91, 144.91, 72.15, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.64, 96.1, 50.82, 115.59, 65.88, 56.14, 85.27, 43.91, 95.43, 47.19, 81.52, 125.61, 29.19, 132.8, 104.96, 117.06, 50.56, 157.22, 60.4, 30.02, 81.56, 120.2, 93.61, 67.12, 79.43, 51.36, 26.32, 108.48, 145.56, 71.85, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.39, 96.76, 51.11, 116.82, 66.47, 57.01, 85.3, 44.16, 95.65, 48.1, 82.01, 126.86, 29.62, 134.5, 106.38, 118.37, 51.0, 158.99, 62.38, 30.59, 82.34, 121.2, 98.07, 68.04, 79.92, 52.1, 26.6, 109.27, 148.25, 73.27, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.38, 96.91, 51.02, 118.16, 66.87, 57.54, 84.35, 43.14, 95.31, 48.74, 81.75, 126.26, 29.8, 132.03, 105.78, 117.06, 50.64, 158.27, 62.6, 30.23, 81.1, 121.33, 97.69, 66.51, 79.57, 51.3, 26.41, 108.46, 150.25, 72.73, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.58, 96.69, 50.73, 118.18, 67.7, 56.3, 83.44, 43.13, 95.52, 48.61, 80.15, 124.12, 29.59, 131.03, 105.21, 117.19, 50.21, 156.87, 61.59, 29.67, 80.29, 119.1, 96.62, 66.34, 78.94, 50.88, 26.18, 107.52, 149.53, 72.39, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 56.8, 100.53, 51.46, 119.96, 69.09, 59.2, 86.13, 43.69, 97.65, 50.07, 81.28, 125.7, 30.37, 134.37, 107.22, 118.85, 51.75, 159.59, 62.92, 30.04, 81.23, 121.67, 95.05, 66.46, 80.35, 52.58, 26.83, 110.13, 154.65, 74.64, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 57.12, 100.75, 52.12, 119.65, 69.38, 59.76, 87.14, 43.77, 97.0, 49.62, 82.7, 125.59, 30.54, 136.3, 107.04, 118.48, 52.27, 159.41, 62.22, 29.98, 82.55, 121.27, 95.53, 66.21, 79.46, 52.95, 26.9, 110.2, 154.2, 74.3, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 58.09, 101.5, 51.89, 119.61, 71.75, 59.96, 87.53, 43.96, 98.82, 49.6, 82.4, 126.8, 30.58, 137.8, 106.65, 116.69, 52.1, 159.38, 61.47, 29.89, 82.84, 121.82, 96.11, 66.14, 79.92, 52.35, 26.87, 109.8, 155.33, 73.91, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 58.29, 103.01, 51.81, 121.07, 72.84, 60.05, 87.93, 44.11, 98.48, 50.29, 82.29, 125.56, 30.63, 137.8, 106.5, 117.18, 52.08, 160.07, 61.26, 29.71, 83.49, 121.8, 97.0, 66.78, 79.45, 52.03, 26.8, 110.4, 156.84, 73.9, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.0, 101.87, 52.21, 122.9, 74.77, 59.94, 90.67, 44.01, 99.39, 49.76, 84.46, 126.17, 30.94, 140.15, 106.74, 117.15, 52.64, 160.57, 59.25, 29.79, 83.1, 121.76, 96.92, 67.89, 79.15, 51.03, 27.14, 110.41, 155.35, 71.94, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.43, 101.03, 52.46, 122.35, 71.73, 58.78, 88.74, 44.32, 97.82, 48.83, 82.63, 126.72, 30.56, 139.07, 106.22, 118.42, 52.45, 160.2, 59.81, 29.36, 83.06, 121.66, 96.9, 68.04, 80.39, 51.65, 27.05, 110.85, 151.6, 70.62, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.05, 101.12, 52.34, 122.86, 71.87, 59.12, 92.82, 44.81, 97.66, 49.06, 82.4, 126.03, 30.865, 140.41, 106.84, 119.64, 52.36, 160.09, 58.33, 29.74, 82.96, 121.1, 96.6, 67.53, 81.6, 52.84, 27.61, 111.33, 149.91, 70.68, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 58.75, 101.17, 52.32, 122.94, 71.36, 58.61, 93.94, 45.23, 97.04, 49.13, 82.18, 125.89, 31.25, 140.19, 107.14, 119.98, 53.04, 159.89, 58.88, 29.59, 82.28, 122.09, 96.18, 67.41, 80.66, 52.05, 27.38, 111.53, 151.02, 70.22, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.46, 102.26, 52.53, 124.63, 72.8, 59.34, 94.58, 45.2, 97.94, 50.62, 82.19, 128.46, 31.76, 142.36, 107.71, 121.55, 53.2, 161.88, 60.08, 30.5, 81.75, 125.1, 96.75, 67.17, 81.41, 53.07, 27.86, 113.64, 153.94, 71.63, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.57, 102.52, 52.54, 126.34, 72.73, 59.12, 94.26, 45.29, 98.81, 50.28, 82.41, 128.84, 31.43, 142.78, 107.66, 122.9, 53.08, 161.81, 60.81, 30.1, 81.17, 125.22, 96.83, 67.36, 81.52, 53.17, 27.7, 112.82, 153.49, 71.49, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.23, 104.58, 52.67, 126.36, 72.44, 59.2, 94.27, 45.24, 98.24, 50.19, 82.82, 129.71, 31.65, 142.96, 107.76, 123.43, 52.42, 162.41, 61.4, 29.54, 81.31, 124.85, 96.29, 68.09, 81.32, 53.59, 27.66, 113.92, 152.03, 71.91, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 59.7, 105.97, 53.21, 127.57, 74.34, 58.92, 95.4, 45.05, 98.44, 50.66, 82.87, 130.45, 31.69, 144.79, 107.41, 123.52, 51.94, 162.89, 61.86, 29.04, 81.34, 124.9, 97.49, 67.99, 82.1, 54.35, 27.88, 114.68, 150.54, 72.37, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
